630,,account,date,description,amount,category,`
,2296,CIBC_CHECKING,2022-03-14,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.55,,TRUE
,803,CIBC_CC,2022-03-11,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",6.82,,TRUE
,804,CIBC_CC,2022-03-11,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",7.35,,TRUE
,805,CIBC_CC,2022-03-11,"SHARE TEA VANCOUVER, BC",7.51,,TRUE
,806,CIBC_CC,2022-03-11,"UPPER CASE VANCOUVER, BC",7.25,,TRUE
,807,CIBC_CC,2022-03-10,"EvoCarShare Burnaby, BC",13.72,,TRUE
,808,CIBC_CC,2022-03-09,"FOOOOD 2.0 - IRC VANCOUVER, BC",3.15,,TRUE
,809,CIBC_CC,2022-03-09,"CHATIME VANCOUVER, BC",15.33,,TRUE
,810,CIBC_CC,2022-03-07,"DAIRY QUEEN/OJ #27341 VANCOUVER, BC",36.99,,TRUE
,811,CIBC_CC,2022-03-07,PAYMENT THANK YOU/PAIEMEN T MERCI,-270.92,,TRUE
,2297,CIBC_CHECKING,2022-03-04,Internet Banking INTERNET TRANSFER 000000105416,270.92,,TRUE
,812,CIBC_CC,2022-03-03,"YAMATO SUSHI RESTAURANT I VANCOUVER, BC",17.34,,TRUE
,813,CIBC_CC,2022-03-03,"H-MART EXPRESS UBC VANCOUVER, BC",30.21,,TRUE
,814,CIBC_CC,2022-03-02,"MCDONALD'S #19170 Q04 VANCOUVER, BC",13.64,,TRUE
,815,CIBC_CC,2022-03-01,"LA LOTUS NAILS SPA VANCOUVER, BC",30.19,,TRUE
,816,CIBC_CC,2022-03-01,"CHOICES YALETOWN # 907 VANCOUVER, BC",4.79,,TRUE
,817,CIBC_CC,2022-02-28,"ADRENALINE VANCOUVER, BC",108.58,,TRUE
,818,CIBC_CC,2022-02-28,"EBI TEN VANCOUVER, BC",14.39,,TRUE
,2298,CIBC_CHECKING,2022-02-28,Branch Transaction OVERDRAFT INTEREST CHARGE,0.02,,TRUE
,2299,CIBC_CHECKING,2022-02-28,Branch Transaction OVERDRAFT FEE,5,,TRUE
,2300,CIBC_CHECKING,2022-02-28,Branch Transaction SERVICE CHARGE DISCOUNT,-8.2,,TRUE
,2301,CIBC_CHECKING,2022-02-28,Branch Transaction SERVICE CHARGE ADD TXN$1.25;MONTHLY$6.95 RECORD-KEEPING N/A,8.2,,TRUE
,2302,CIBC_CHECKING,2022-02-28,Internet Banking INTERNET TRANSFER 000000100677,-300,,TRUE
,819,CIBC_CC,2022-02-25,"YOGEN FRUZ METRO TOWN BURNABY, BC",8.3,,TRUE
,820,CIBC_CC,2022-02-25,"CDN TIRE STORE #00389 VANCOUVER, BC",43.48,,TRUE
,821,CIBC_CC,2022-02-24,"APPLE STORE #R280 VANCOUVER, BC",1231,,TRUE
,822,CIBC_CC,2022-02-24,"EDO PACIFIC CENTRE VANCOUVER, BC",12.71,,TRUE
,823,CIBC_CC,2022-02-24,PAYMENT THANK YOU/PAIEMEN T MERCI,-1337.33,,TRUE
,2303,CIBC_CHECKING,2022-02-24,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,2304,CIBC_CHECKING,2022-02-24,Internet Banking E-TRANSFER 104038351810 Andrew Huang,53.31,,TRUE
,824,CIBC_CC,2022-02-23,"SP * PELA CASE CANADA KELOWNA, BC",41.12,,TRUE
,825,CIBC_CC,2022-02-23,"DONA LUCIA ESTHETICS BROA VANCOUVER, BC",52.5,,TRUE
,826,CIBC_CC,2022-02-23,PAYMENT THANK YOU/PAIEMEN T MERCI,-159.95,,TRUE
,2305,CIBC_CHECKING,2022-02-23,Internet Banking INTERNET TRANSFER 000000110181,-200,,TRUE
,2306,CIBC_CHECKING,2022-02-23,Internet Banking INTERNET TRANSFER 000000110100,1337.33,,TRUE
,827,CIBC_CC,2022-02-22,"FAMOUS PLAYER 1422QPS VANCOUVER, BC",8.39,,TRUE
,828,CIBC_CC,2022-02-22,"FENG CHA (ROBSON STREET) VANCOUVER, BC",8.39,,TRUE
,829,CIBC_CC,2022-02-22,"CAPTAIN BOIL VANCOUVER, BC",24.14,,TRUE
,830,CIBC_CC,2022-02-22,"UBC EPAYMENT 604-822-2008, BC",30,,TRUE
,831,CIBC_CC,2022-02-22,"LONDON DRUGS 4 VANCOUVER, BC",7.99,,TRUE
,2307,CIBC_CHECKING,2022-02-22,Internet Banking INTERNET TRANSFER 000000119856,-2000,,TRUE
,2308,CIBC_CHECKING,2022-02-22,Point of Sale - Interac RETAIL PURCHASE 000001998020 GANDY'S HOME HA,5.59,,TRUE
,2309,CIBC_CHECKING,2022-02-22,Internet Banking INTERNET TRANSFER 000000110182,159.95,,TRUE
,2310,CIBC_CHECKING,2022-02-22,Internet Banking INTERNET TRANSFER 000000138120,-160,,TRUE
,832,CIBC_CC,2022-02-18,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",6.93,,TRUE
,2311,CIBC_CHECKING,2022-02-16,Internet Banking INTERNET TRANSFER 000000109623,-100,,TRUE
,833,CIBC_CC,2022-02-15,"SEPHORA.CA SEPHORA.CA, QC",47.25,,TRUE
,834,CIBC_CC,2022-02-15,PAYMENT THANK YOU/PAIEMEN T MERCI,-372.15,,TRUE
,835,CIBC_CC,2022-02-15,"SAVE ON FOODS #993 VANCOUVER, BC",26.86,,TRUE
,836,CIBC_CC,2022-02-15,"SAFEWAY #4998 VANCOUVER, BC",5.72,,TRUE
,2312,CIBC_CHECKING,2022-02-15,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.55,,TRUE
,2313,CIBC_CHECKING,2022-02-15,Point of Sale - Interac RETAIL PURCHASE 819001001116 CHOICES YALETOW,14.28,,TRUE
,837,CIBC_CC,2022-02-14,"SHARETEA VANCOUVER, BC",7.25,,TRUE
,838,CIBC_CC,2022-02-14,"A PERFECT TEN NAILS SPA VANCOUVER, BC",45.14,,TRUE
,839,CIBC_CC,2022-02-14,"BASIL PASTA BAR DTWN VANCOUVER, BC",13.6,,TRUE
,840,CIBC_CC,2022-02-14,"SAFEWAY #4998 VANCOUVER, BC",4.2,,TRUE
,2314,CIBC_CHECKING,2022-02-14,Internet Banking INTERNET TRANSFER 000000118030,372.15,,TRUE
,2315,CIBC_CHECKING,2022-02-14,Internet Banking INTERNET TRANSFER 000000122423,-150,,TRUE
,841,CIBC_CC,2022-02-11,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",6.93,,TRUE
,2316,CIBC_CHECKING,2022-02-11,Point of Sale - Interac RETAIL PURCHASE 001001001184 H-MART EXPRESS,14.13,,TRUE
,842,CIBC_CC,2022-02-10,"YAMATO SUSHI RESTAURANT I VANCOUVER, BC",20.22,,TRUE
,843,CIBC_CC,2022-02-09,"CHOICES YALETOWN # 907 VANCOUVER, BC",38.03,,TRUE
,2317,CIBC_CHECKING,2022-02-08,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,2059.53,,TRUE
,844,CIBC_CC,2022-02-07,"CHOICES YALETOWN # 907 VANCOUVER, BC",7.02,,TRUE
,845,CIBC_CC,2022-02-07,"FANTUAN BURNABY, BC",12.62,,TRUE
,846,CIBC_CC,2022-02-07,"UBER CANADA/UBEREATS TORONTO, ON",39.33,,TRUE
,847,CIBC_CC,2022-02-07,"UBER CANADA/UBEREATS TORONTO, ON",4,,TRUE
,848,CIBC_CC,2022-02-07,"H&M CA #037 - PACIFIC VANCOUVER, BC",67.18,,TRUE
,2318,CIBC_CHECKING,2022-02-07,Internet Banking INTERNET TRANSFER 000000139950,-2232.93,,TRUE
,849,CIBC_CC,2022-02-04,"FANTUAN BURNABY, BC",14.38,,TRUE
,2319,CIBC_CHECKING,2022-02-04,Point of Sale - Interac RETAIL PURCHASE 000001001194 COSTCO WHOLESAL,10.16,,TRUE
,2320,CIBC_CHECKING,2022-02-04,Point of Sale - Interac RETAIL PURCHASE 000001001778 COSTCO WHOLESAL,60.57,,TRUE
,2321,CIBC_CHECKING,2022-02-02,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,850,CIBC_CC,2022-02-01,"INSTACART HALIFAX MID-H, NS",69.03,,TRUE
,851,CIBC_CC,2022-02-01,"INSTACART HALIFAX MID-H, NS",2,,TRUE
,852,CIBC_CC,2022-02-01,PAYMENT THANK YOU/PAIEMEN T MERCI,-30,,TRUE
,853,CIBC_CC,2022-02-01,PAYMENT THANK YOU/PAIEMEN T MERCI,-227.26,,TRUE
,854,CIBC_CC,2022-01-31,"FANTUAN BURNABY, BC",15.5,,TRUE
,855,CIBC_CC,2022-01-31,"H-MART DOWNTOWN VANCOUVER, BC",30.89,,TRUE
,856,CIBC_CC,2022-01-31,"FANTUAN BURNABY, BC",14.85,,TRUE
,857,CIBC_CC,2022-01-31,"DAVIE STREET YIG VANCOUVER, BC",95.84,,TRUE
,2322,CIBC_CHECKING,2022-01-31,Branch Transaction SERVICE CHARGE DISCOUNT,-14.45,,TRUE
,2323,CIBC_CHECKING,2022-01-31,Branch Transaction SERVICE CHARGE ADD TXN$7.50;MONTHLY$6.95 RECORD-KEEPING N/A,14.45,,TRUE
,2324,CIBC_CHECKING,2022-01-31,Electronic Funds Transfer PREAUTHORIZED DEBIT Shareowner Investments,100,,TRUE
,2325,CIBC_CHECKING,2022-01-31,Internet Banking E-TRANSFER 010454456731 NANG SAY,-200,,TRUE
,2326,CIBC_CHECKING,2022-01-31,Internet Banking INTERNET TRANSFER 000000241898,-850,,TRUE
,2327,CIBC_CHECKING,2022-01-31,Internet Banking INTERNET TRANSFER 000000241858,30,,TRUE
,2328,CIBC_CHECKING,2022-01-31,Internet Banking INTERNET TRANSFER 000000241828,227.26,,TRUE
,2329,CIBC_CHECKING,2022-01-31,Point of Sale - Interac RETAIL PURCHASE 788001001188 CHOICES YALETOW,1.96,,TRUE
,858,CIBC_CC,2022-01-28,"FANTUAN BURNABY, BC",9.76,,TRUE
,859,CIBC_CC,2022-01-28,"GARAGE/DYNAMITE 888-882-1138, QC",-67.14,,TRUE
,860,CIBC_CC,2022-01-27,"CENGAGE GROUP - GATEWAY C TORONTO, ON",74.5,,TRUE
,2330,CIBC_CHECKING,2022-01-27,Internet Banking E-TRANSFER 010429825152 ANDREW HUANG,-47,,TRUE
,861,CIBC_CC,2022-01-25,"UBC BOOKSTORE 604-822-2665, BC",125.45,,TRUE
,862,CIBC_CC,2022-01-25,"UBC EPAYMENT 604-822-2008, BC",11.34,,TRUE
,863,CIBC_CC,2022-01-25,"CHOICES YALETOWN # 907 VANCOUVER, BC",3.78,,TRUE
,864,CIBC_CC,2022-01-25,PAYMENT THANK YOU/PAIEMEN T MERCI,-581.93,,TRUE
,865,CIBC_CC,2022-01-25,"SAVE ON FOODS #993 VANCOUVER, BC",32.49,,TRUE
,866,CIBC_CC,2022-01-25,"KOKORO TOKYO MAZESOBA UBC VANCOUVER, BC",22.81,,TRUE
,867,CIBC_CC,2022-01-24,"NORI BENTO & UDON VANCOUVER, BC",23.08,,TRUE
,868,CIBC_CC,2022-01-24,"SAFEWAY #4998 VANCOUVER, BC",41.22,,TRUE
,2331,CIBC_CHECKING,2022-01-24,Internet Banking INTERNET TRANSFER 000000238112,581.93,,TRUE
,2332,CIBC_CHECKING,2022-01-24,Internet Banking INTERNET TRANSFER 000000241813,-590,,TRUE
,869,CIBC_CC,2022-01-21,"CHOICES YALETOWN # 907 VANCOUVER, BC",21.4,,TRUE
,870,CIBC_CC,2022-01-21,"H-MART DOWNTOWN VANCOUVER, BC",51.75,,TRUE
,871,CIBC_CC,2022-01-19,"SEPHORA.CA SEPHORA.CA, QC",45.15,,TRUE
,872,CIBC_CC,2022-01-19,"CHOICES YALETOWN # 907 VANCOUVER, BC",23.37,,TRUE
,873,CIBC_CC,2022-01-18,"McDonalds 40298 VANCOUVER, BC",16.08,,TRUE
,874,CIBC_CC,2022-01-18,"EBOOKBCITBOOKSTORE KINGSTON, ON",-39.85,,TRUE
,2333,CIBC_CHECKING,2022-01-18,Point of Sale - Interac RETAIL PURCHASE 000001001669 LONDON DRUGS #4,19.28,,TRUE
,875,CIBC_CC,2022-01-17,"GARAGE/DYNAMITE 888-882-1138, QC",67.14,,TRUE
,876,CIBC_CC,2022-01-17,"SQ *GRAB N GO YALETOWN Vancouver, BC",9.96,,TRUE
,877,CIBC_CC,2022-01-17,"CHOICES YALETOWN # 907 VANCOUVER, BC",11.64,,TRUE
,878,CIBC_CC,2022-01-17,"VIETSUB VIETNAMESE CUISIN VANCOUVER, BC",15.38,,TRUE
,2334,CIBC_CHECKING,2022-01-17,Electronic Funds Transfer PREAUTHORIZED DEBIT Shareowner Investments,1000,,TRUE
,2335,CIBC_CHECKING,2022-01-17,Internet Banking E-TRANSFER 104004688428 Andrew Huang,30,,TRUE
,2336,CIBC_CHECKING,2022-01-17,Internet Banking INTERNET TRANSFER 000000248316,-1000,,TRUE
,2337,CIBC_CHECKING,2022-01-17,Internet Banking INTERNET TRANSFER 000000227526,4000,,TRUE
,2338,CIBC_CHECKING,2022-01-17,Internet Banking E-TRANSFER 010424066694 EMERY MA,-3000,,TRUE
,879,CIBC_CC,2022-01-14,"UBER CANADA/UBEREATS TORONTO, ON",43.25,,TRUE
,2339,CIBC_CHECKING,2022-01-14,Internet Banking E-TRANSFER 010423429376 EMERY MA,-1245,,TRUE
,880,CIBC_CC,2022-01-13,"CAMPUSEBOOKSTORE KINGSTON, ON",39.85,,TRUE
,2340,CIBC_CHECKING,2022-01-13,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.55,,TRUE
,2341,CIBC_CHECKING,2022-01-13,Internet Banking E-TRANSFER 104001911635 One-Time Contact Jennifer,15,,TRUE
,881,CIBC_CC,2022-01-12,"CHOICES YALETOWN # 907 VANCOUVER, BC",20.15,,TRUE
,882,CIBC_CC,2022-01-12,"EBOOKBCITBOOKSTORE KINGSTON, ON",39.85,,TRUE
,883,CIBC_CC,2022-01-11,"WESBROOK VILLAGE DENTAL VANCOUVER, BC",40.66,,TRUE
,884,CIBC_CC,2022-01-10,"H-MART DOWNTOWN VANCOUVER, BC",14.54,,TRUE
,885,CIBC_CC,2022-01-10,"ORANGE JULIUS #65009 CALGARY, AB",6.29,,TRUE
,2342,CIBC_CHECKING,2022-01-10,Point of Sale - Interac RETAIL PURCHASE 000001154003 SHOPPERS DRUG M,5.04,,TRUE
,2343,CIBC_CHECKING,2022-01-10,Point of Sale - Interac RETAIL PURCHASE 000001366025 PHO MIEN TAY VI,35.59,,TRUE
,886,CIBC_CC,2022-01-07,"CASHSTAR STARBUCKS CAD 877-850-1977, ON",10,,TRUE
,887,CIBC_CC,2022-01-07,"HUDSON'S BAY #1138 CALGARY, AB",92.4,,TRUE
,888,CIBC_CC,2022-01-07,PAYMENT THANK YOU/PAIEMEN T MERCI,-22.68,,TRUE
,889,CIBC_CC,2022-01-06,"EvoCarShare Burnaby, BC",2.24,,TRUE
,890,CIBC_CC,2022-01-06,"H-MART CALGARY CALGARY, AB",22.68,,TRUE
,891,CIBC_CC,2022-01-06,PAYMENT THANK YOU/PAIEMEN T MERCI,-281.1,,TRUE
,2344,CIBC_CHECKING,2022-01-06,Internet Banking INTERNET TRANSFER 000000226442,22.68,,TRUE
,2345,CIBC_CHECKING,2022-01-06,Internet Banking E-TRANSFER 103995701035 Ginny,5,,TRUE
,892,CIBC_CC,2022-01-05,PAYMENT THANK YOU/PAIEMEN T MERCI,-321.58,,TRUE
,2346,CIBC_CHECKING,2022-01-05,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,2347,CIBC_CHECKING,2022-01-05,Internet Banking E-TRANSFER 010419523508 JENNIFER LUU,-50,,TRUE
,2348,CIBC_CHECKING,2022-01-05,Internet Banking INTERNET TRANSFER 000000246125,281.1,,TRUE
,2349,CIBC_CHECKING,2022-01-05,Internet Banking INTERNET TRANSFER 000000246004,-281.1,,TRUE
,893,CIBC_CC,2022-01-04,"SS CALGARY 6TH AVENUE CALGARY, AB",14.19,,TRUE
,894,CIBC_CC,2022-01-04,"SHOPPER'S DRUG MART #2393 CALGARY, AB",4.18,,TRUE
,895,CIBC_CC,2022-01-04,"SEPHORA THE CORE CALGARY, AB",144.9,,TRUE
,896,CIBC_CC,2022-01-04,"DONT YELL AT ME CAFE CALGARY, AB",6.9,,TRUE
,897,CIBC_CC,2022-01-04,"RIVERFRONT WINE & SPIRITS CALGARY, AB",31.99,,TRUE
,2350,CIBC_CHECKING,2022-01-04,Internet Banking INTERNET TRANSFER 000000238800,321.58,,TRUE
,2351,CIBC_CHECKING,2022-01-04,Internet Banking INTERNET TRANSFER 000000213236,-321.58,,TRUE
,2352,CIBC_CHECKING,2021-12-31,Branch Transaction SERVICE CHARGE DISCOUNT,-6.95,,TRUE
,2353,CIBC_CHECKING,2021-12-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,TRUE
,2354,CIBC_CHECKING,2021-12-31,Internet Banking INTERNET TRANSFER 000000248028,-853,,TRUE
,2355,CIBC_CHECKING,2021-12-31,Internet Banking E-TRANSFER 010416459130 ANDREW HUANG,-12,,TRUE
,2356,CIBC_CHECKING,2021-12-31,Internet Banking E-TRANSFER 103990035834 Andrew Huang,12,,TRUE
,898,CIBC_CC,2021-12-30,"SHOPPER'S DRUG MART #2393 CALGARY, AB",52.5,,TRUE
,899,CIBC_CC,2021-12-29,"SEPHORA THE CORE CALGARY, AB",42,,TRUE
,900,CIBC_CC,2021-12-29,"K TOWN FRIED CHICKEN CALGARY, AB",33.5,,TRUE
,901,CIBC_CC,2021-12-29,"MICHAELS 3912 CALGARY, AB",11.74,,TRUE
,902,CIBC_CC,2021-12-29,"SAFEWAY #8812 CALGARY, AB",3.49,,TRUE
,903,CIBC_CC,2021-12-29,"VANCOUVER TAXI VANCOUVER, BC",34.35,,TRUE
,904,CIBC_CC,2021-12-29,"STARBUCKS PIER C RICHMOND, BC",6.56,,TRUE
,2357,CIBC_CHECKING,2021-12-29,Internet Banking E-TRANSFER 103988013097 Andrew Huang,35,,TRUE
,2358,CIBC_CHECKING,2021-12-29,Internet Banking E-TRANSFER 010415385590 ANDREW HUANG,-35,,TRUE
,905,CIBC_CC,2021-12-24,"CHOICES YALETOWN # 907 VANCOUVER, BC",15.47,,TRUE
,906,CIBC_CC,2021-12-22,"PHO GOODNESS VIETNAMESE R VANCOUVER, BC",22.94,,TRUE
,907,CIBC_CC,2021-12-21,"CAFE CREPE VANCOUVER, BC",5.78,,TRUE
,908,CIBC_CC,2021-12-21,"HORIN RAMEN SAKE + BAR VANCOUVER, BC",18,,TRUE
,909,CIBC_CC,2021-12-21,"MINISO-BC-550 GRANVILLE VANCOUVER, BC",11.37,,TRUE
,910,CIBC_CC,2021-12-21,"KONBINIYA JAPAN CENTRE VANCOUVER, BC",11.54,,TRUE
,911,CIBC_CC,2021-12-20,"SHOPPERSDRUGMART2273 VANCOUVER, BC",4.08,,TRUE
,912,CIBC_CC,2021-12-20,"H-MART EXPRESS UBC VANCOUVER, BC",16.18,,TRUE
,913,CIBC_CC,2021-12-20,PAYMENT THANK YOU/PAIEMEN T MERCI,-279.61,,TRUE
,914,CIBC_CC,2021-12-20,"H-MART DOWNTOWN VANCOUVER, BC",22.39,,TRUE
,915,CIBC_CC,2021-12-20,"SAFEWAY #4998 VANCOUVER, BC",38.75,,TRUE
,916,CIBC_CC,2021-12-17,"MUJI ROBSON STREET VANCOUVER, BC",3.25,,TRUE
,2359,CIBC_CHECKING,2021-12-17,Internet Banking INTERNET TRANSFER 000000249954,279.61,,TRUE
,2360,CIBC_CHECKING,2021-12-17,Internet Banking INTERNET TRANSFER 000000223981,-279.61,,TRUE
,917,CIBC_CC,2021-12-16,"UPPER CASE VANCOUVER, BC",15.7,,TRUE
,918,CIBC_CC,2021-12-15,CASHBACK/REMISE EN ARGENT,-27.24,,TRUE
,919,CIBC_CC,2021-12-15,"SQ *SESAME ! UBC Vancouver, BC",11.55,,TRUE
,920,CIBC_CC,2021-12-15,"JAKO JAPANESE RESTAURA VANCOUVER, BC",25.96,,TRUE
,921,CIBC_CC,2021-12-14,"CHOICES YALETOWN # 907 VANCOUVER, BC",6.49,,TRUE
,922,CIBC_CC,2021-12-14,"CHATIME VANCOUVER, BC",14.77,,TRUE
,2361,CIBC_CHECKING,2021-12-14,Internet Banking E-TRANSFER 010407819218 ANDREW HUANG,-20,,TRUE
,923,CIBC_CC,2021-12-13,"TEADOT Vancouver, BC",5.76,,TRUE
,2362,CIBC_CHECKING,2021-12-13,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.55,,TRUE
,2363,CIBC_CHECKING,2021-12-13,Internet Banking E-TRANSFER 010407704504 CALVIN G DU,-7.04,,TRUE
,924,CIBC_CC,2021-12-10,"SAFEWAY #4998 VANCOUVER, BC",11.17,,TRUE
,2364,CIBC_CHECKING,2021-12-09,Internet Banking E-TRANSFER 103970883712 Vivian Nguyen,6,,TRUE
,2365,CIBC_CHECKING,2021-12-09,Internet Banking INTERNET TRANSFER 000000219752,-87,,TRUE
,925,CIBC_CC,2021-12-08,"WILDLIFE THRIFT STORE VANCOUVER, BC",8.4,,TRUE
,926,CIBC_CC,2021-12-08,"SHOPPERSDRUGMART2273 VANCOUVER, BC",31.99,,TRUE
,927,CIBC_CC,2021-12-07,"CHOICES YALETOWN # 907 VANCOUVER, BC",6.19,,TRUE
,928,CIBC_CC,2021-12-07,"H-MART EXPRESS UBC VANCOUVER, BC",2.82,,TRUE
,929,CIBC_CC,2021-12-07,"SHOPPERS DRUG MART #22 VANCOUVER, BC",18.46,,TRUE
,930,CIBC_CC,2021-12-06,"CHATIME VANCOUVER, BC",7.39,,TRUE
,931,CIBC_CC,2021-12-06,"T&T SUPERMARKET #003 VANCOUVER, BC",60.9,,TRUE
,932,CIBC_CC,2021-12-06,"SQ *DOWNLOW CHICKEN UBC Vancouver, BC",15,,TRUE
,933,CIBC_CC,2021-12-06,PAYMENT THANK YOU/PAIEMEN T MERCI,-359.19,,TRUE
,934,CIBC_CC,2021-12-06,"LONDON DRUGS 4 VANCOUVER, BC",80.63,,TRUE
,935,CIBC_CC,2021-12-06,"LONDON DRUGS 4 VANCOUVER, BC",32.9,,TRUE
,936,CIBC_CC,2021-12-06,"HENRY'S VANCOUVER, BC",24.63,,TRUE
,937,CIBC_CC,2021-12-06,"bathandbodyworks.ca Halifax, NS",84.1,,TRUE
,2366,CIBC_CHECKING,2021-12-03,Internet Banking INTERNET TRANSFER 000000283028,359.19,,TRUE
,2367,CIBC_CHECKING,2021-12-03,Internet Banking INTERNET TRANSFER 000000282636,-360,,TRUE
,938,CIBC_CC,2021-12-02,"BLUSH LINGERIE INC 514-3895179, QC",88.52,,TRUE
,2368,CIBC_CHECKING,2021-12-02,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,2369,CIBC_CHECKING,2021-12-02,Point of Sale - Interac RETAIL PURCHASE 137520032588 SQ *RAIN OR SHI,6.3,,TRUE
,939,CIBC_CC,2021-12-01,"LONDON DRUGS 50 VANCOUVER, BC",5.37,,TRUE
,940,CIBC_CC,2021-12-01,"CHOICES YALETOWN # 907 VANCOUVER, BC",43.04,,TRUE
,941,CIBC_CC,2021-12-01,"THE GRAND NOODLE EMPORIUM VANCOUVER, BC",12.13,,TRUE
,2370,CIBC_CHECKING,2021-12-01,Internet Banking E-TRANSFER 010423549321 CALVIN G DU,-5.37,,TRUE
,942,CIBC_CC,2021-11-30,CASHBACK/REMISE EN ARGENT,-74.2,,TRUE
,2371,CIBC_CHECKING,2021-11-30,Branch Transaction SERVICE CHARGE DISCOUNT,-6.95,,TRUE
,2372,CIBC_CHECKING,2021-11-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,TRUE
,2373,CIBC_CHECKING,2021-11-30,Internet Banking INTERNET TRANSFER 000000275101,-828,,TRUE
,943,CIBC_CC,2021-11-29,"SQ *AUTHENTIC CHURROS Sudbury, ON",10,,TRUE
,944,CIBC_CC,2021-11-29,"SQ *VANCOUVER CHRISTMAS M Vancouver, BC",10,,TRUE
,945,CIBC_CC,2021-11-29,"GROUNDS FOR COFFEE INC VANCOUVER, BC",10.98,,TRUE
,946,CIBC_CC,2021-11-29,"CHOICES YALETOWN # 907 VANCOUVER, BC",21.6,,TRUE
,947,CIBC_CC,2021-11-29,"H-MART DOWNTOWN VANCOUVER, BC",9.49,,TRUE
,2374,CIBC_CHECKING,2021-11-29,Point of Sale - Interac RETAIL PURCHASE 000001001626 STAPLES #239,3.01,,TRUE
,2375,CIBC_CHECKING,2021-11-29,Point of Sale - Interac RETAIL PURCHASE 389001001244 CHOICES YALETOW,5.99,,TRUE
,2376,CIBC_CHECKING,2021-11-29,Point of Sale - Interac RETAIL PURCHASE 137519692337 SQ *AUSTROCANAD,18.4,,TRUE
,2377,CIBC_CHECKING,2021-11-29,Internet Banking E-TRANSFER 103959277787 Calvin Du,20,,TRUE
,948,CIBC_CC,2021-11-25,PAYMENT THANK YOU/PAIEMEN T MERCI,-354.85,,TRUE
,949,CIBC_CC,2021-11-24,"DONA LUCIA ESTHETICS BROA VANCOUVER, BC",49.56,,TRUE
,950,CIBC_CC,2021-11-24,"CHOICES YALETOWN # 907 VANCOUVER, BC",14.57,,TRUE
,951,CIBC_CC,2021-11-24,"IMAGINUS CANADA LIMITED TORONTO, ON",49.28,,TRUE
,2378,CIBC_CHECKING,2021-11-24,Internet Banking INTERNET TRANSFER 000000262362,354.85,,TRUE
,2379,CIBC_CHECKING,2021-11-24,Internet Banking INTERNET TRANSFER 000000288796,-354.85,,TRUE
,952,CIBC_CC,2021-11-23,"SAVE ON FOODS #993 VANCOUVER, BC",16.72,,TRUE
,953,CIBC_CC,2021-11-23,"BREKA BAKERY & CAFE VANCOUVER, BC",12.13,,TRUE
,954,CIBC_CC,2021-11-23,"SAFEWAY #4998 VANCOUVER, BC",42.86,,TRUE
,955,CIBC_CC,2021-11-22,"SIMON'S NO FRILLS #367 VANCOUVER, BC",12.4,,TRUE
,956,CIBC_CC,2021-11-22,"UBER* EATS TORONTO, ON",28.77,,TRUE
,957,CIBC_CC,2021-11-22,"H-MART EXPRESS UBC VANCOUVER, BC",22.84,,TRUE
,958,CIBC_CC,2021-11-22,"MIYAMAE SUSHI VANCOUVER, BC",15.23,,TRUE
,959,CIBC_CC,2021-11-22,"SQ *THIRSTYYY - UBC ON CA Vancouver, BC",3.14,,TRUE
,2380,CIBC_CHECKING,2021-11-22,Internet Banking E-TRANSFER 103953434153 Caitlin Lichimo,19.91,,TRUE
,960,CIBC_CC,2021-11-17,"THE DELLY VANCOUVER, BC",13.6,,TRUE
,961,CIBC_CC,2021-11-17,"SHOPPERS DRUG MART #22 VANCOUVER, BC",39.52,,TRUE
,962,CIBC_CC,2021-11-16,PAYMENT THANK YOU/PAIEMEN T MERCI,-353.48,,TRUE
,963,CIBC_CC,2021-11-15,"STAPLES STORE #239 VANCOUVER, BC",18.93,,TRUE
,964,CIBC_CC,2021-11-15,"PHO JAPOLO VIETNAMESE VANCOUVER, BC",15.3,,TRUE
,965,CIBC_CC,2021-11-15,"SAFEWAY #4998 VANCOUVER, BC",19.59,,TRUE
,966,CIBC_CC,2021-11-15,"WAL-MART SUPERCENTER#1213 BURNABY, BC",23.97,,TRUE
,2381,CIBC_CHECKING,2021-11-15,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.55,,TRUE
